Date,Time,Test Stand,GO #,Code String,% Load,Refrigerant,Test Length,SN #,Net Evap Capacity,Evap GPM,EEWT,ELWT,Evap Delta T,EvapWaterDeltaP Corrected ftH2O,Evap Presure,Baro Pressure,Cond GPM,CLWT,CEWT,Cond Delta T,CondWaterDeltaP Corrected ftH2O,Cond Pressure,Liquid Line Temp,Subcooling ,Suction Temp,Discharge Temp,Discharge SH,FreqC1PhA,PowerTotal,Efficiency,Energy Balance,Suction SH,Evap Sat Temp,Cond Sat Temp Circuit 1,Volts Avg,VoltBalance,EvapWaterDeltaP ftH2O,CondWaterDeltaP ftH2O,Tons Time Ave,Evap WF Time Ave,Evap WT In Time Ave,Evap WT Out Time Ave,Evap Delta Press Time Ave,Cond WF Time Ave,Cond WT In Time Ave,Cond Delta Press Time Ave,Voltage Ave Time Ave,Voltage Bal Time Ave,Voltage Freq Time Ave,KW/Ton Time Ave,Energy Bal Time Ave,Evap WF Stab Time Ave,Evap WT In Stab Time Ave,Evap WT Out Stab Time Ave,Cond WF Stab Time Ave,Cond WT In Stab Time Ave,Voltage Ave Stab Time Ave,Voltage Freq Stab Time Ave,Pass,EXV Pos FB,EXV Pos SP,IGV Pos Mech FB,VFD Speed FB,VFD Speed SP
12/08/21 ,18:14:32.50,800 WCTS,0331459-00300,WME092CSCM7/E3612-KB2C-2/C3012-HB2C-3/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000153,533.908313,1199.250635,53.123558,42.472778,10.650780,20.931728,43.843990,0.000000,1250.071289,71.702799,60.796177,10.906622,35.162987,77.998849,0.000000,0.000000,0.000000,0.000000,0.000000,60.018052,212.870052,0.398702,4.347724,0.000000,0.000000,0.000000,460.336718,0.607526,20.931728,35.162987,249.002607,1201.242460,53.639810,48.679374,13.485877,1225.452389,57.722974,21.959776,     NaN,     NaN,     NaN,     NaN,     NaN,63.077027,37.937573,1.836601,6.148987,62.628667,2.387135,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/08/21 ,18:14:37.50,800 WCTS,0331459-00300,WME092CSCM7/E3612-KB2C-2/C3012-HB2C-3/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000153,534.062988,1198.006824,53.145661,42.480683,10.664978,20.995506,43.806200,0.000000,1247.717859,71.744463,60.818275,10.926188,35.264750,78.003379,0.000000,0.000000,0.000000,0.000000,0.000000,60.018055,212.870055,0.398586,4.414401,0.000000,0.000000,0.000000,460.336721,0.607526,20.995506,35.264750,252.222353,1202.729748,53.617597,48.591397,13.602867,1227.176338,57.761873,22.161786,     NaN,     NaN,     NaN,     NaN,     NaN,63.168624,32.046333,1.818068,6.123568,58.809953,2.380158,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/08/21 ,18:14:42.50,800 WCTS,0331459-00300,WME092CSCM7/E3612-KB2C-2/C3012-HB2C-3/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000153,534.726796,1196.133386,53.192315,42.497247,10.695068,21.018237,43.771747,0.000000,1247.501123,71.836193,60.869567,10.966626,35.080319,78.184657,0.000000,0.000000,0.000000,0.000000,0.000000,60.018031,212.870031,0.398091,4.178530,0.000000,0.000000,0.000000,460.336698,0.607526,21.018237,35.080319,255.425637,1204.148653,53.595893,48.504357,13.719702,1228.811031,57.799581,22.363173,     NaN,     NaN,     NaN,     NaN,     NaN,63.261426,25.347823,1.799667,6.098098,55.143342,2.375042,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/08/21 ,18:14:47.50,800 WCTS,0331459-00300,WME092CSCM7/E3612-KB2C-2/C3012-HB2C-3/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000153,535.671838,1196.277893,53.218234,42.505500,10.712735,21.006875,43.696183,0.000000,1250.577051,71.890377,60.901786,10.988591,34.874904,78.037663,0.000000,0.000000,0.000000,0.000000,0.000000,60.018065,214.000065,0.399498,3.894399,0.000000,0.000000,0.000000,460.343399,0.606793,21.006875,34.874904,258.623737,1205.391109,53.574939,48.418413,13.836707,1230.331865,57.836235,22.563005,     NaN,     NaN,     NaN,     NaN,     NaN,63.355596,18.489857,1.781797,6.072831,51.830325,2.371702,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/08/21 ,18:14:52.50,800 WCTS,0331459-00300,WME092CSCM7/E3612-KB2C-2/C3012-HB2C-3/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000153,536.053955,1194.161902,53.254211,42.514758,10.739452,21.065907,43.854718,0.000000,1247.552686,71.969729,60.952419,11.017310,35.083088,78.078940,0.000000,0.000000,0.000000,0.000000,0.000000,60.018034,214.570034,0.400277,4.020172,0.000000,0.000000,0.000000,460.356700,0.605328,21.065907,35.083088,261.833219,1206.036981,53.554502,48.333149,13.953817,1231.761924,57.872445,22.763039,     NaN,     NaN,     NaN,     NaN,     NaN,63.450564,15.879765,1.764231,6.047228,48.659873,2.368931,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/08/21 ,18:14:57.50,800 WCTS,0331459-00300,WME092CSCM7/E3612-KB2C-2/C3012-HB2C-3/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000153,536.747155,1193.423865,53.279316,42.519272,10.760044,21.006141,43.753973,0.000000,1254.896814,72.027918,60.991094,11.036824,34.943017,77.814282,0.000000,0.000000,0.000000,0.000000,0.000000,60.017034,215.100034,0.400747,3.399774,0.000000,0.000000,0.000000,460.370034,0.603862,21.006141,34.943017,265.050531,1206.236855,53.534758,48.248763,14.071065,1233.155224,57.908226,22.963109,     NaN,     NaN,     NaN,     NaN,     NaN,63.546441,15.488306,1.747287,6.021621,45.340013,2.366800,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/08/21 ,18:15:02.50,800 WCTS,0331459-00300,WME092CSCM7/E3612-KB2C-2/C3012-HB2C-3/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000153,538.984428,1195.576013,53.308401,42.522897,10.785504,21.055483,43.557032,0.000000,1258.844971,72.098500,61.038591,11.059909,34.949110,78.070273,0.000000,0.000000,0.000000,0.000000,0.000000,60.017016,215.640016,0.400086,3.252101,0.000000,0.000000,0.000000,460.400016,0.599479,21.055483,34.949110,268.277250,1206.481803,53.515488,48.164772,14.188300,1234.626713,57.944164,23.163292,     NaN,     NaN,     NaN,     NaN,     NaN,63.643049,14.957113,1.730375,5.995260,41.684987,2.364935,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/08/21 ,18:15:07.50,800 WCTS,0331459-00300,WME092CSCM7/E3612-KB2C-2/C3012-HB2C-3/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000153,539.780564,1193.537378,53.345425,42.525465,10.819959,21.103789,43.767393,0.000000,1246.210840,72.194437,61.104745,11.089693,34.681356,77.696199,0.000000,0.000000,0.000000,0.000000,0.000000,60.018063,216.200063,0.400533,4.181437,0.000000,0.000000,0.000000,460.416730,0.596561,21.103789,34.681356,271.499476,1206.755623,53.496702,48.081390,14.305556,1235.924048,57.979988,23.363052,     NaN,     NaN,     NaN,     NaN,     NaN,63.740094,14.297381,1.713761,5.968545,38.208749,2.363255,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/08/21 ,18:15:12.50,800 WCTS,0331459-00300,WME092CSCM7/E3612-KB2C-2/C3012-HB2C-3/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000153,543.817381,1199.302246,53.375267,42.526730,10.848538,21.071480,43.761613,0.000000,1244.017407,72.275063,61.161413,11.113650,34.846302,77.486456,0.000000,0.000000,0.000000,0.000000,0.000000,60.013048,218.460048,0.401716,4.810018,0.000000,0.000000,0.000000,460.436715,0.594363,21.071480,34.846302,274.701439,1206.970550,53.478405,47.998741,14.422955,1237.061133,58.015703,23.561828,     NaN,     NaN,     NaN,     NaN,     NaN,63.837400,13.788470,1.697486,5.941694,35.402374,2.361743,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/08/21 ,18:15:17.50,800 WCTS,0331459-00300,WME092CSCM7/E3612-KB2C-2/C3012-HB2C-3/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000153,546.398414,1203.322668,53.390973,42.527333,10.863639,21.077663,43.687284,0.000000,1242.556836,72.318298,61.191587,11.126711,34.964064,77.696602,0.000000,0.000000,0.000000,0.000000,0.000000,60.013030,218.460030,0.399818,5.340229,0.000000,0.000000,0.000000,460.436696,0.594363,21.077663,34.964064,277.927130,1207.184072,53.460615,47.916685,14.540412,1238.064261,58.051665,23.762100,     NaN,     NaN,     NaN,     NaN,     NaN,63.935234,13.425989,1.681363,5.914486,32.882580,2.360539,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/08/21 ,18:15:22.50,800 WCTS,0331459-00300,WME092CSCM7/E3612-KB2C-2/C3012-HB2C-3/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000153,546.268936,1199.875122,53.421183,42.528851,10.892332,21.001604,43.859882,0.000000,1250.592529,72.403186,61.250139,11.153047,35.089491,77.691661,0.000000,0.000000,0.000000,0.000000,0.000000,60.012004,219.600004,0.402000,4.490913,0.000000,0.000000,0.000000,460.456670,0.592166,21.001604,35.089491,281.133106,1207.321670,53.443358,47.835424,14.657330,1239.011793,58.087773,23.963007,     NaN,     NaN,     NaN,     NaN,     NaN,64.033364,13.220760,1.665577,5.887257,30.687552,2.359473,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/08/21 ,18:15:27.50,800 WCTS,0331459-00300,WME092CSCM7/E3612-KB2C-2/C3012-HB2C-3/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211000153,548.074298,1199.519006,53.463747,42.532086,10.931661,21.056724,43.832840,0.000000,1254.871021,72.523437,61.332898,11.190540,35.091144,77.831629,0.000000,0.000000,0.000000,0.000000,0.000000,60.010092,222.110092,0.405255,4.168746,0.000000,0.000000,0.000000,460.473426,0.593592,21.056724,35.091144,284.328271,1207.430051,53.426382,47.754618,14.774197,1239.911729,58.123929,24.164197,     NaN,     NaN,     NaN,     NaN,     NaN,64.131560,13.071332,1.649864,5.859489,28.595896,2.358130,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
