Date,Time,Test Stand,GO #,Code String,% Load,Refrigerant,Test Length,SN #,Net Evap Capacity,Evap GPM,EEWT,ELWT,Evap Delta T,EvapWaterDeltaP Corrected ftH2O,Evap Presure,Baro Pressure,Cond GPM,CLWT,CEWT,Cond Delta T,CondWaterDeltaP Corrected ftH2O,Cond Pressure,Liquid Line Temp,Subcooling ,Suction Temp,Discharge Temp,Discharge SH,FreqC1PhA,PowerTotal,Efficiency,Energy Balance,Suction SH,Evap Sat Temp,Cond Sat Temp Circuit 1,Volts Avg,VoltBalance,EvapWaterDeltaP ftH2O,CondWaterDeltaP ftH2O,Tons Time Ave,Evap WF Time Ave,Evap WT In Time Ave,Evap WT Out Time Ave,Evap Delta Press Time Ave,Cond WF Time Ave,Cond WT In Time Ave,Cond Delta Press Time Ave,Voltage Ave Time Ave,Voltage Bal Time Ave,Voltage Freq Time Ave,KW/Ton Time Ave,Energy Bal Time Ave,Evap WF Stab Time Ave,Evap WT In Stab Time Ave,Evap WT Out Stab Time Ave,Cond WF Stab Time Ave,Cond WT In Stab Time Ave,Voltage Ave Stab Time Ave,Voltage Freq Stab Time Ave,Pass,EXV Pos FB,EXV Pos SP,IGV Pos Mech FB,VFD Speed FB,VFD Speed SP
12/09/21 ,08:33:07.47,800 WCTS,0331253-00100,WME092CSCM7/E3012-GB2C-2/C2612-VE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100019,475.633130,1161.203662,54.230643,44.427437,9.803206,27.073827,39.835521,0.000000,1576.638843,79.251993,71.936638,7.315355,26.224739,92.438929,0.000000,0.000000,0.000000,0.000000,0.000000,60.023026,224.010026,0.470972,     NaN,0.000000,0.000000,0.000000,462.290026,0.581886,27.073827,26.224739,182.017959,1024.601492,56.794823,52.337675,25.390981,1361.793427,62.105361,24.059891,     NaN,     NaN,     NaN,     NaN,     NaN,65.315363,275.557517,3.981357,6.649228,374.345032,4.504349,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/09/21 ,08:33:12.47,800 WCTS,0331253-00100,WME092CSCM7/E3012-GB2C-2/C2612-VE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100019,478.030017,1155.645288,54.327868,44.427702,9.900165,27.297200,39.882182,0.000000,1573.944812,79.590832,72.205431,7.385400,26.238472,93.205653,0.000000,0.000000,0.000000,0.000000,0.000000,60.023038,225.780038,0.472314,11.362759,0.000000,0.000000,0.000000,462.236704,0.587722,27.297200,26.238472,184.545195,1030.811356,56.724787,52.292583,25.489243,1369.355235,62.207914,24.155430,     NaN,     NaN,     NaN,     NaN,     NaN,65.459532,265.606622,3.912458,6.675290,364.626095,4.522425,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/09/21 ,08:33:17.47,800 WCTS,0331253-00100,WME092CSCM7/E3012-GB2C-2/C2612-VE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100019,481.623216,1160.026990,54.365191,44.428220,9.936971,27.174576,39.835733,0.000000,1571.431396,79.720467,72.308427,7.412040,26.465970,93.542152,0.000000,0.000000,0.000000,0.000000,0.000000,60.023068,225.780068,0.468790,11.818848,0.000000,0.000000,0.000000,462.236735,0.587722,27.174576,26.465970,186.952361,1036.705506,56.655036,52.246993,25.586031,1376.670718,62.310875,24.251024,     NaN,     NaN,     NaN,     NaN,     NaN,65.600271,256.428096,3.840940,6.700916,355.224876,4.540305,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/09/21 ,08:33:22.47,800 WCTS,0331253-00100,WME092CSCM7/E3012-GB2C-2/C2612-VE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100019,485.965340,1162.721045,54.433156,44.429709,10.003447,27.018205,39.782066,0.000000,1569.867615,79.957043,72.496944,7.460098,26.598615,93.944305,0.000000,0.000000,0.000000,0.000000,0.000000,60.025010,229.480010,0.472215,12.064351,0.000000,0.000000,0.000000,462.316677,0.585457,27.018205,26.598615,189.152125,1042.320357,56.585795,52.201121,25.682259,1383.863426,62.414728,24.347657,     NaN,     NaN,     NaN,     NaN,     NaN,65.739660,247.871349,3.766910,6.726104,345.778976,4.558380,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/09/21 ,08:33:27.47,800 WCTS,0331253-00100,WME092CSCM7/E3012-GB2C-2/C2612-VE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100019,489.825865,1160.950793,54.534295,44.433336,10.100959,27.315788,39.797755,0.000000,1576.907227,80.314693,72.782600,7.532094,26.071676,94.784930,0.000000,0.000000,0.000000,0.000000,0.000000,60.022032,232.900032,0.475475,11.817123,0.000000,0.000000,0.000000,462.360032,0.577472,27.315788,26.071676,191.161823,1047.538181,56.518298,52.154303,25.781375,1390.844187,62.519426,24.439297,     NaN,     NaN,     NaN,     NaN,     NaN,65.872074,240.288036,3.693271,6.750776,336.732680,4.578291,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/09/21 ,08:33:32.47,800 WCTS,0331253-00100,WME092CSCM7/E3012-GB2C-2/C2612-VE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100019,491.113123,1157.492908,54.591571,44.436208,10.155363,27.162285,39.797947,0.000000,1576.081445,80.519662,72.946049,7.573613,26.131633,95.245277,0.000000,0.000000,0.000000,0.000000,0.000000,60.022013,232.900013,0.474229,11.475968,0.000000,0.000000,0.000000,462.360013,0.577472,27.162285,26.131633,193.206985,1052.749610,56.452561,52.106883,25.879034,1397.695893,62.624531,24.530844,     NaN,     NaN,     NaN,     NaN,     NaN,66.000139,232.266107,3.620559,6.774937,327.714490,4.599357,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/09/21 ,08:33:37.47,800 WCTS,0331253-00100,WME092CSCM7/E3012-GB2C-2/C2612-VE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100019,495.072853,1157.286475,54.680502,44.441268,10.239235,27.209370,39.860308,0.000000,1570.528210,80.836050,73.199052,7.636997,26.785651,95.856770,0.000000,0.000000,0.000000,0.000000,0.000000,60.020083,236.340083,0.477384,11.871472,0.000000,0.000000,0.000000,462.386750,0.574555,27.209370,26.785651,195.283907,1057.924023,56.389623,52.058398,25.976151,1404.321317,62.729357,24.624326,     NaN,     NaN,     NaN,     NaN,     NaN,66.120658,223.968373,3.551489,6.798488,318.914682,4.623551,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/09/21 ,08:33:42.47,800 WCTS,0331253-00100,WME092CSCM7/E3012-GB2C-2/C2612-VE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100019,496.515701,1157.074890,54.729177,44.443798,10.285378,27.287612,39.838015,0.000000,1570.306299,81.007920,73.336373,7.671547,26.518416,96.258504,0.000000,0.000000,0.000000,0.000000,0.000000,60.020009,236.340009,0.475997,11.837175,0.000000,0.000000,0.000000,462.386676,0.574555,27.287612,26.518416,197.371487,1063.078366,56.327349,52.009685,26.073265,1410.908406,62.834560,24.717004,     NaN,     NaN,     NaN,     NaN,     NaN,66.240446,215.296966,3.480939,6.821555,309.847640,4.647443,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/09/21 ,08:33:47.47,800 WCTS,0331253-00100,WME092CSCM7/E3012-GB2C-2/C2612-VE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100019,503.405258,1159.794739,54.838004,44.448658,10.389346,27.251993,39.845231,0.000000,1569.521838,81.392426,73.642700,7.749725,26.650116,96.934792,0.000000,0.000000,0.000000,0.000000,0.000000,60.018049,243.230049,0.483169,11.954833,0.000000,0.000000,0.000000,462.426716,0.570180,27.251993,26.650116,199.471465,1068.155379,56.267675,51.958942,26.167397,1417.305482,62.938412,24.807182,     NaN,     NaN,     NaN,     NaN,     NaN,66.352779,206.482555,3.414086,6.843749,301.006353,4.674589,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/09/21 ,08:33:52.47,800 WCTS,0331253-00100,WME092CSCM7/E3012-GB2C-2/C2612-VE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100019,504.609113,1158.793506,54.873435,44.450179,10.423256,27.319699,39.857611,0.000000,1570.213403,81.517732,73.742194,7.775539,26.332812,97.243622,0.000000,0.000000,0.000000,0.000000,0.000000,60.018019,243.230019,0.482017,12.137778,0.000000,0.000000,0.000000,462.426686,0.570180,27.319699,26.332812,201.608893,1073.174387,56.210099,51.906045,26.258784,1423.587583,63.042330,24.895103,     NaN,     NaN,     NaN,     NaN,     NaN,66.463102,197.395573,3.348740,6.864869,292.153541,4.705765,     NaN,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
