Date,Time,Test Stand,GO #,Code String,% Load,Refrigerant,Test Length,SN #,Net Evap Capacity,Evap GPM,EEWT,ELWT,Evap Delta T,EvapWaterDeltaP Corrected ftH2O,Evap Presure,Baro Pressure,Cond GPM,CLWT,CEWT,Cond Delta T,CondWaterDeltaP Corrected ftH2O,Cond Pressure,Liquid Line Temp,Subcooling ,Suction Temp,Discharge Temp,Discharge SH,FreqC1PhA,PowerTotal,Efficiency,Energy Balance,Suction SH,Evap Sat Temp,Cond Sat Temp Circuit 1,Volts Avg,VoltBalance,EvapWaterDeltaP ftH2O,CondWaterDeltaP ftH2O,Tons Time Ave,Evap WF Time Ave,Evap WT In Time Ave,Evap WT Out Time Ave,Evap Delta Press Time Ave,Cond WF Time Ave,Cond WT In Time Ave,Cond Delta Press Time Ave,Voltage Ave Time Ave,Voltage Bal Time Ave,Voltage Freq Time Ave,KW/Ton Time Ave,Energy Bal Time Ave,Evap WF Stab Time Ave,Evap WT In Stab Time Ave,Evap WT Out Stab Time Ave,Cond WF Stab Time Ave,Cond WT In Stab Time Ave,Voltage Ave Stab Time Ave,Voltage Freq Stab Time Ave,Pass,EXV Pos FB,EXV Pos SP,IGV Pos Mech FB,VFD Speed FB,VFD Speed SP
12/14/21 ,16:51:03.74,800 WCTS,0331250-00100,WME092CSCM7/E3012-KB2C-2/C2612-WE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100156,-0.084313,988.640155,67.935668,67.937717,0.002049,0.294816,26.090491,0.000000,917.454498,67.753102,67.640026,0.113076,-0.966236,67.883245,0.000000,0.000000,0.000000,0.000000,0.000000,60.015073,15.290073,-181.349538,0.207466,0.000000,0.000000,0.000000,465.726739,0.360011,0.294816,-0.966236,     NaN,453.113908,     NaN,     NaN,     Inf,489.699382,     NaN,-0.835260,390.660281,1.000000,50.326412,     NaN,     NaN,     NaN,314.557248,     NaN,     NaN,402.908672,     NaN,171.680005,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/14/21 ,16:51:08.74,800 WCTS,0331250-00100,WME092CSCM7/E3012-KB2C-2/C2612-WE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100156,3.558204,988.516296,67.922079,67.814688,0.107391,0.295342,26.046735,0.000000,916.417145,67.880804,67.656318,0.224487,-0.963647,67.857655,0.000000,0.000000,0.000000,0.000000,0.000000,60.014032,18.180032,5.109328,12.863631,0.000000,0.000000,0.000000,465.710032,0.356445,0.295342,-0.963647,     NaN,458.628499,     NaN,     NaN,     Inf,494.784032,     NaN,-0.834876,390.659429,1.000000,50.326607,     NaN,     NaN,     NaN,315.202912,     NaN,     NaN,402.485945,     NaN,171.679630,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/14/21 ,16:51:13.74,800 WCTS,0331250-00100,WME092CSCM7/E3012-KB2C-2/C2612-WE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100156,8.045806,990.911017,67.911289,67.716183,0.195106,0.295764,26.070692,0.000000,917.578387,67.982174,67.664909,0.317265,-0.960024,67.869639,0.000000,0.000000,0.000000,0.000000,0.000000,60.014003,20.340003,2.528026,9.190748,0.000000,0.000000,0.000000,465.700003,0.354305,0.295764,-0.960024,     NaN,464.150946,     NaN,     NaN,     Inf,499.881785,     NaN,-0.834480,390.658558,1.000000,50.326823,     NaN,     NaN,     NaN,315.775002,     NaN,     NaN,401.994627,     NaN,171.679247,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/14/21 ,16:51:18.74,800 WCTS,0331250-00100,WME092CSCM7/E3012-KB2C-2/C2612-WE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100156,21.963910,994.611456,67.870092,67.339475,0.530617,0.292565,26.078950,0.000000,918.058362,68.372033,67.683924,0.688109,-0.955069,67.861382,0.000000,0.000000,0.000000,0.000000,0.000000,60.012083,22.660083,1.031696,7.973744,0.000000,0.000000,0.000000,465.616750,0.351505,0.292565,-0.955069,     NaN,469.698768,     NaN,     NaN,     Inf,504.970306,     NaN,-0.834043,390.657280,1.000000,50.327034,     NaN,     NaN,     NaN,316.276041,     NaN,     NaN,401.455393,     NaN,171.678685,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/14/21 ,16:51:23.74,800 WCTS,0331250-00100,WME092CSCM7/E3012-KB2C-2/C2612-WE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100156,31.309420,989.548505,67.842601,67.082352,0.760249,0.287408,26.088657,0.000000,918.641559,68.641396,67.692920,0.948476,-0.962084,67.952220,0.000000,0.000000,0.000000,0.000000,0.000000,60.013082,24.230082,0.773891,4.203144,0.000000,0.000000,0.000000,465.586749,0.351528,0.287408,-0.962084,     NaN,475.217029,     NaN,     NaN,     Inf,510.058281,     NaN,-0.833635,390.655836,1.000000,50.327234,     NaN,     NaN,     NaN,316.634584,     NaN,     NaN,400.858621,     NaN,171.678050,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/14/21 ,16:51:28.74,800 WCTS,0331250-00100,WME092CSCM7/E3012-KB2C-2/C2612-WE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100156,46.960197,990.663281,67.797645,66.658681,1.138963,0.290390,26.107638,0.000000,919.694391,69.084639,67.706720,1.377919,-0.953941,67.863852,0.000000,0.000000,0.000000,0.000000,0.000000,60.013097,24.230097,0.515971,2.205093,0.000000,0.000000,0.000000,465.586763,0.351528,0.290390,-0.953941,     NaN,479.167919,     NaN,     NaN,     Inf,515.164050,     NaN,-0.837208,393.242428,1.000000,50.660640,     NaN,     NaN,     NaN,318.609489,     NaN,     NaN,400.181810,     NaN,169.249551,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/14/21 ,16:51:33.74,800 WCTS,0331250-00100,WME092CSCM7/E3012-KB2C-2/C2612-WE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100156,57.756312,990.606512,67.765472,66.364608,1.400864,0.292768,26.125190,0.000000,920.752411,69.389185,67.714600,1.674584,-0.958582,67.891932,0.000000,0.000000,0.000000,0.000000,0.000000,60.011017,23.600017,0.408614,0.567764,0.000000,0.000000,0.000000,465.593351,0.348659,0.292768,-0.958582,     NaN,482.075011,     NaN,     NaN,     Inf,520.279341,     NaN,-0.842534,395.829058,1.000000,50.994034,     NaN,     NaN,     NaN,320.880051,     NaN,     NaN,399.444022,     NaN,166.745369,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/14/21 ,16:51:38.74,800 WCTS,0331250-00100,WME092CSCM7/E3012-KB2C-2/C2612-WE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100156,71.852351,993.088953,67.722509,65.984150,1.738359,0.286575,26.119203,0.000000,918.342212,69.780743,67.722417,2.058326,-0.960956,67.920420,0.000000,0.000000,0.000000,0.000000,0.000000,60.007069,23.770069,0.330818,-0.044595,0.000000,0.000000,0.000000,465.566736,0.347247,0.286575,-0.960956,     NaN,484.995894,     NaN,     NaN,     Inf,525.381242,     NaN,-0.847873,398.415540,1.000000,51.327407,     NaN,     NaN,     NaN,323.130112,     NaN,     NaN,398.625554,     NaN,164.161961,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/14/21 ,16:51:43.74,800 WCTS,0331250-00100,WME092CSCM7/E3012-KB2C-2/C2612-WE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100156,90.505252,993.661823,67.661593,65.473293,2.188300,0.288321,26.090292,0.000000,921.402679,70.300462,67.727659,2.572803,-0.963958,67.906787,0.000000,0.000000,0.000000,0.000000,0.000000,60.005087,24.450087,0.270151,-1.149112,0.000000,0.000000,0.000000,465.530087,0.345842,0.288321,-0.963958,     NaN,487.922052,     NaN,     NaN,     Inf,530.499142,     NaN,-0.853255,401.001818,1.000000,51.660768,     NaN,     NaN,     NaN,325.346489,     NaN,     NaN,397.755345,     NaN,161.495510,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
12/14/21 ,16:51:48.74,800 WCTS,0331250-00100,WME092CSCM7/E3012-KB2C-2/C2612-WE2C-2/R134-CEAAPAB-U,100.000,R134a,15.000000,STNU211100156,104.786215,997.264233,67.612045,65.087670,2.524374,0.296387,26.074205,0.000000,920.107288,70.685207,67.727937,2.957270,-0.953105,67.825464,0.000000,0.000000,0.000000,0.000000,0.000000,60.005097,25.530097,0.243640,-0.993295,0.000000,0.000000,0.000000,465.496764,0.347299,0.296387,-0.953105,     NaN,490.844024,     NaN,     NaN,     Inf,535.619049,     NaN,-0.858584,403.587911,1.000000,51.994130,     NaN,     NaN,     NaN,327.515120,     NaN,     NaN,396.818819,     NaN,158.741850,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
